province,school_name,major_name,normalized_major_name,level,requirement_type,requirement_subjects,requirement_text
北京,北京大学,文科试验班类,文科试验班类,本科,NONE,[],不提科目要求
北京,北京大学,人文科学试验班,人文科学试验班,本科,NONE,[],不提科目要求
北京,北京大学,工科试验班类,工科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,理科试验班类,理科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,哲学类,哲学类,本科,NONE,[],不提科目要求
北京,北京大学,经济学类,经济学类,本科,NONE,[],不提科目要求
北京,北京大学,法学,法学,本科,NONE,[],不提科目要求
北京,北京大学,国际政治,国际政治,本科,ALL_REQUIRED,"[""思想政治""]",思想政治(1门科目考生必须选考方可报考)
北京,北京大学,社会学类,社会学类,本科,NONE,[],不提科目要求
北京,北京大学,马克思主义理论类,马克思主义理论类,本科,ALL_REQUIRED,"[""思想政治""]",思想政治(1门科目考生必须选考方可报考)
北京,北京大学,中国语言文学类,中国语言文学类,本科,NONE,[],不提科目要求
北京,北京大学,英语,英语,本科,NONE,[],不提科目要求
北京,北京大学,俄语,俄语,本科,NONE,[],不提科目要求
北京,北京大学,德语,德语,本科,NONE,[],不提科目要求
北京,北京大学,法语,法语,本科,NONE,[],不提科目要求
北京,北京大学,西班牙语,西班牙语,本科,NONE,[],不提科目要求
北京,北京大学,江 阿拉伯语,江阿拉伯语,本科,NONE,[],不提科目要求
北京,北京大学,日语,日语,本科,NONE,[],不提科目要求
北京,北京大学,波斯语,波斯语,本科,NONE,[],不提科目要求
北京,北京大学,浙 朝鲜语,浙朝鲜语,本科,NONE,[],不提科目要求
北京,北京大学,菲律宾语,菲律宾语,本科,NONE,[],不提科目要求
北京,北京大学,梵语巴利语,梵语巴利语,本科,NONE,[],不提科目要求
北京,北京大学,印度尼西亚语,印度尼西亚语,本科,NONE,[],不提科目要求
北京,北京大学,印地语,印地语,本科,NONE,[],不提科目要求
北京,北京大学,缅甸语,缅甸语,本科,NONE,[],不提科目要求
北京,北京大学,蒙古语,蒙古语,本科,NONE,[],不提科目要求
北京,北京大学,泰语,泰语,本科,NONE,[],不提科目要求
北京,北京大学,乌尔都语,乌尔都语,本科,NONE,[],不提科目要求
北京,北京大学,希伯来语,希伯来语,本科,NONE,[],不提科目要求
北京,北京大学,越南语,越南语,本科,NONE,[],不提科目要求
北京,北京大学,葡萄牙语,葡萄牙语,本科,NONE,[],不提科目要求
北京,北京大学,意大利语,意大利语,本科,NONE,[],不提科目要求
北京,北京大学,新闻传播学类,新闻传播学类,本科,NONE,[],不提科目要求
北京,北京大学,历史学类,历史学类,本科,NONE,[],不提科目要求
北京,北京大学,考古学,考古学,本科,NONE,[],不提科目要求
北京,北京大学,文物保护技术,文物保护技术,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,数学类,数学类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,物理学类,物理学类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,化学类,化学类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,天文学（天体物理、天文高新技 术和应用）,天文学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,地球物理学类,地球物理学类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,地质学类,地质学类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,生物科学类,生物科学类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,江 心理学类,江心理学类,本科,NONE,[],不提科目要求
北京,北京大学,力学类,力学类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,浙 电子信息类,浙电子信息类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,计算机类,计算机类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,环境科学与工程类,环境科学与工程类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,环境科学（环境、健康、生态、 地理与资源环境）,环境科学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京大学,城乡规划,城乡规划,本科,NONE,[],不提科目要求
北京,北京大学,工商管理类,工商管理类,本科,NONE,[],不提科目要求
北京,北京大学,公共管理类,公共管理类,本科,NONE,[],不提科目要求
北京,中国人民大学,社会科学试验班（管理学科类）,社会科学试验班,本科,NONE,[],不提科目要求
北京,中国人民大学,人文科学试验班,人文科学试验班,本科,NONE,[],不提科目要求
北京,中国人民大学,理科试验班类（基础学科类）,理科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,中国人民大学,理科试验班,理科试验班,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,中国人民大学,哲学,哲学,本科,NONE,[],不提科目要求
北京,中国人民大学,经济学类,经济学类,本科,NONE,[],不提科目要求
北京,中国人民大学,财政学类,财政学类,本科,NONE,[],不提科目要求
北京,中国人民大学,金融学类,金融学类,本科,NONE,[],不提科目要求
北京,中国人民大学,法学,法学,本科,NONE,[],不提科目要求
北京,中国人民大学,国际政治,国际政治,本科,ALL_REQUIRED,"[""思想政治""]",思想政治(1门科目考生必须选考方可报考)
北京,中国人民大学,社会学类,社会学类,本科,NONE,[],不提科目要求
北京,中国人民大学,中国共产党历史,中国共产党历史,本科,ALL_REQUIRED,"[""思想政治""]",思想政治(1门科目考生必须选考方可报考)
北京,中国人民大学,马克思主义理论,马克思主义理论,本科,ALL_REQUIRED,"[""思想政治""]",思想政治(1门科目考生必须选考方可报考)
北京,中国人民大学,江 汉语言文学（古文字学方向）,江汉语言文学,本科,NONE,[],不提科目要求
北京,中国人民大学,外国语言文学类,外国语言文学类,本科,NONE,[],不提科目要求
北京,中国人民大学,浙 新闻传播学类,浙新闻传播学类,本科,NONE,[],不提科目要求
北京,中国人民大学,历史学,历史学,本科,NONE,[],不提科目要求
北京,中国人民大学,工商管理类,工商管理类,本科,NONE,[],不提科目要求
北京,中国人民大学,人力资源管理,人力资源管理,本科,NONE,[],不提科目要求
北京,中国人民大学,音乐表演,音乐表演,本科,NONE,[],不提科目要求
北京,中国人民大学,美术学,美术学,本科,NONE,[],不提科目要求
北京,中国人民大学,绘画,绘画,本科,NONE,[],不提科目要求
北京,中国人民大学,设计学类,设计学类,本科,NONE,[],不提科目要求
北京,清华大学,文科试验班类（经济、金融与管 理）,文科试验班类,本科,NONE,[],不提科目要求
北京,清华大学,文科试验班类（通用基础类）,文科试验班类,本科,NONE,[],不提科目要求
北京,清华大学,文科试验班类（新雅书院）,文科试验班类,本科,NONE,[],不提科目要求
北京,清华大学,社会科学试验班,社会科学试验班,本科,NONE,[],不提科目要求
北京,清华大学,工科试验班（环境、化工与新材 料类）,工科试验班,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,工科试验班（机械、航空与动力 类）,工科试验班,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,工科试验班（能源与电气类）,工科试验班,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,理科试验班类（新雅书院）,理科试验班类,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,清华大学,理科试验班类（经济、金融与管 理）,理科试验班类,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,清华大学,理科试验班类（社会科学）,理科试验班类,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,清华大学,理科试验班类（物理基础类）,理科试验班类,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,清华大学,理科试验班（物化基础类）,理科试验班,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,理科试验班（数理类）,理科试验班,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,江 理科试验班（化生类）,江理科试验班,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,哲学类（日新书院）,哲学类,本科,NONE,[],不提科目要求
北京,清华大学,浙 法学类,浙法学类,本科,NONE,[],不提科目要求
北京,清华大学,中国语言文学类（日新书院）,中国语言文学类,本科,NONE,[],不提科目要求
北京,清华大学,英语,英语,本科,NONE,[],不提科目要求
北京,清华大学,英语（世界文学与文化实验班）,英语,本科,NONE,[],不提科目要求
北京,清华大学,日语,日语,本科,NONE,[],不提科目要求
北京,清华大学,历史学类（日新书院）,历史学类,本科,NONE,[],不提科目要求
北京,清华大学,数学与应用数学（致理书院）,数学与应用数学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,信息与计算科学（致理书院）,信息与计算科学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,数理基础科学（未央书院）,数理基础科学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,物理学（致理书院）,物理学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,化学（致理书院）,化学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,化学生物学（探微书院）,化学生物学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,生物科学（致理书院）,生物科学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,理论与应用力学（行健书院）,理论与应用力学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,电子信息类,电子信息类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,自动化类,自动化类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,计算机类,计算机类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,土木类,土木类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,建筑类,建筑类,本科,NONE,[],不提科目要求
北京,清华大学,临床医学类（协和）,临床医学类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,临床医学类（医学实验班）,临床医学类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,清华大学,工商管理（经体班）,工商管理,本科,NONE,[],不提科目要求
北京,清华大学,艺术史论,艺术史论,本科,ALL_REQUIRED,"[""历史""]",历史(1门科目考生必须选考方可报考)
北京,清华大学,美术学类,美术学类,本科,NONE,[],不提科目要求
北京,清华大学,设计学类,设计学类,本科,NONE,[],不提科目要求
北京,北京交通大学,经济管理试验班,经济管理试验班,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,北京交通大学,江 理科试验班类,江理科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京交通大学,外国语言文学类,外国语言文学类,本科,NONE,[],不提科目要求
北京,北京交通大学,新闻传播学类,新闻传播学类,本科,NONE,[],不提科目要求
北京,北京交通大学,浙 机械类（智能制造与智能装备）,浙机械类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京交通大学,机械电子工程(中外合作办学),机械电子工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京交通大学,纳米材料与技术(中外合作办学),纳米材料与技术,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京交通大学,电子信息类（通信与控制）,电子信息类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京交通大学,计算机类,计算机类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京交通大学,软件工程,软件工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京交通大学,交通运输(中外合作办学),交通运输,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京交通大学,设计学类,设计学类,本科,NONE,[],不提科目要求
北京,北京工业大学,经济统计学,经济统计学,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,北京工业大学,金融学,金融学,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,北京工业大学,金融学(中外合作办学),金融学,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,北京工业大学,国际经济与贸易,国际经济与贸易,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,北京工业大学,法学,法学,本科,NONE,[],不提科目要求
北京,北京工业大学,社会学类,社会学类,本科,NONE,[],不提科目要求
北京,北京工业大学,英语,英语,本科,NONE,[],不提科目要求
北京,北京工业大学,数学类,数学类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,应用物理学,应用物理学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,应用化学,应用化学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,化学生物学,化学生物学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,生物技术（实验班）,生物技术,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,统计学,统计学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,机械类,机械类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,工业设计,工业设计,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,测控技术与仪器,测控技术与仪器,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,材料类（实验班）,材料类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,能源动力类,能源动力类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,江 电子信息工程,江电子信息工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,电子信息工程（实验班）,电子信息工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,电子信息工程(中外合作办学),电子信息工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,浙 电子科学与技术（实验班）,浙电子科学与技术,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,通信工程,通信工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,光电信息科学与工程,光电信息科学与工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,人工智能,人工智能,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,自动化,自动化,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,机器人工程,机器人工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,计算机类,计算机类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,计算机科学与技术（实验班）,计算机科学与技术,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,软件工程（实验班）,软件工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,软件工程(中外合作办学),软件工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,信息安全（实验班）,信息安全,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,物联网工程(中外合作办学),物联网工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,数字媒体技术,数字媒体技术,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,土木类,土木类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,土木工程（茅以升班）,土木工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,智能建造,智能建造,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,交通运输类（实验班）,交通运输类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,环境科学与工程类,环境科学与工程类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,生物医学工程,生物医学工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,建筑学,建筑学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,城乡规划,城乡规划,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,风景园林,风景园林,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京工业大学,信息管理与信息系统,信息管理与信息系统,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,北京工业大学,工商管理,工商管理,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,北京工业大学,市场营销（体育特长班）,市场营销,本科,NONE,[],不提科目要求
北京,北京工业大学,会计学,会计学,本科,ALL_REQUIRED,"[""物理""]",物理(1门科目考生必须选考方可报考)
北京,北京工业大学,美术学类,美术学类,本科,NONE,[],不提科目要求
北京,北京工业大学,设计学类,设计学类,本科,NONE,[],不提科目要求
北京,北京航空航天大学,江 社会科学试验班,江社会科学试验班,本科,ALL_REQUIRED,"[""历史""]",历史(1门科目考生必须选考方可报考)
北京,北京航空航天大学,浙 工科试验班类（信息类）,浙工科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,工科试验班类（航空H航天类）,工科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,工科试验班类（国际通用工程学 院）,工科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,工科试验班类（医工交叉试验 班）,工科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,工科试验班类（未来空天领军计 划）,工科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,工科试验班类（计算机拔尖计 划）,工科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,工科试验班类（空天力学拔尖计 划）,工科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,江 浙 理科试验班类,江浙理科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,理科试验班类（华罗庚数学拔尖 计划）,理科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,理科试验班类（中法工程师学 院）,理科试验班类,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,数学与应用数学,数学与应用数学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,信息与计算科学,信息与计算科学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,应用物理学,应用物理学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,化学,化学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,工程力学,工程力学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,飞行技术,飞行技术,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京航空航天大学,设计学类,设计学类,本科,NONE,[],不提科目要求
北京,北京理工大学,社会科学试验班,社会科学试验班,本科,ALL_REQUIRED,"[""历史""]",历史(1门科目考生必须选考方可报考)
北京,北京理工大学,经济管理试验班（含数字化管理 方向）,经济管理试验班,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,工科试验班,工科试验班,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,理科试验班,理科试验班,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,英语,英语,本科,ALL_REQUIRED,"[""历史""]",历史(1门科目考生必须选考方可报考)
北京,北京理工大学,德语,德语,本科,ALL_REQUIRED,"[""历史""]",历史(1门科目考生必须选考方可报考)
北京,北京理工大学,西班牙语,西班牙语,本科,ALL_REQUIRED,"[""历史""]",历史(1门科目考生必须选考方可报考)
北京,北京理工大学,日语,日语,本科,ALL_REQUIRED,"[""历史""]",历史(1门科目考生必须选考方可报考)
北京,北京理工大学,数学与应用数学,数学与应用数学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,信息与计算科学,信息与计算科学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,应用物理学,应用物理学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,化学,化学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,应用化学,应用化学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,生物技术,生物技术,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,统计学,统计学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,工程力学,工程力学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,机械工程,机械工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,江 材料成型及控制工程,江材料成型及控制工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,机械电子工程,机械电子工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,浙 工业设计,浙工业设计,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,车辆工程,车辆工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,智能制造工程,智能制造工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,测控技术与仪器,测控技术与仪器,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,智能感知工程,智能感知工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,材料科学与工程,材料科学与工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,材料化学,材料化学,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,高分子材料与工程,高分子材料与工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,新能源材料与器件,新能源材料与器件,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,能源与动力工程,能源与动力工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,电气工程及其自动化,电气工程及其自动化,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,电子信息工程,电子信息工程,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
北京,北京理工大学,电子科学与技术,电子科学与技术,本科,ALL_REQUIRED,"[""物理"", ""化学""]","物理,化学(2门科目考生均须选考方可报考)"
