major_name,major_code,discipline_category,major_category,length,degree,popular_value,fresh_salary,top_city,top_position,top_industry,subject_suggestion,summary,learn_what,career_direction,source_url
美术学,130401,艺术学,美术学类,四年,艺术学学士,817922,5900,北京市,教师,教育培训,历史 / 思政+历史+地理,该专业培养热爱美术事业、面向现代化、面向世界、面向未来的高级美术人才。培养学生具有扎实的绘画理论基础和纯熟的绘画技巧，有较强的创新思维能力，掌握基本的美术史知识，有较高的艺术素养，有较强的与人沟通和合作的能力，具有独立分析问题和解决问题的能力，熟练掌握一门外语，并能掌握计算机和现代信息技术的美术专业的专门人才。,《素描静物》、《书法、篆刻》、《透视学》、《书法史》、《工笔花鸟》、《线性人物素描》、《艺术品鉴定》、《油画创作》、《工艺美术》、《世界美术史》 部分高校按以下专业方向培养：国画、书法、小教、油画、美术教育、实用绘画、数字绘画、艺术设计、美术与服装、美术与装潢。,事业单位人员，小学教师，绘画，初中教师，高中教师，大学教师，培训/招生/课程顾问，考研,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E7%BE%8E%E6%9C%AF%E5%AD%A6%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
中国画,130406T,艺术学,美术学类,四年,艺术学学士,498649,6800,北京市,教师,教育培训,历史,本专业培养具有系统了解中华民族传统文化精神，具备中国书画基础理论和中国书画创作实践、教学、研究等方面的能力，既能体现时代审美取向，又有积极探索相对独立的个体艺术价值的专业人才，能在艺术领域、教育、研究、出版、管理等单位和部门从事教学、创作、研究、出版、管理等方面工作的高级专业人才。要求学生能熟练地握中国画人物、山水、花鸟、书法篆刻的传统技法；了解中国画的历史传统和造型规律、艺术手法；具有较高的艺术修养、独立完成创作和教学的能力；有一定的实际工作能力和初步的科研能力。,《中国画论》、《人物画》、《山水画》、《花鸟画》、《中国画造型》、《中国工笔花鸟画》、《中国写意花鸟画》、《书法篆刻》、《中外美术史》、《中国古典诗词》。,绘画，大学教师，培训/招生/课程顾问，考研,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E4%B8%AD%E5%9B%BD%E7%94%BB%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
书法学,130405T,艺术学,美术学类,四年,艺术学学士,382792,7400,华东地区,教师,教育培训,历史 / 思政+历史+地理,本专业培养适应社会主义建设需要，在思想道德、业务文化、身心素质等方面得到全面发展，旨在培养以书法研究、创作为主，兼具经济、管理能力的艺术品制作、经营与管理的高级专门人才。本专业重点培养学生的文史功底和书法创作、研究的基本能力，重视对学生实际能力的教学与训练。学生经过本专业的培养和基本技能训练，能在社会团体、学校、文化艺术部门、博物馆、拍卖行业及广告公司等企事业单位从事书法艺术研究、教学、创作、艺术管理以及艺术品经营与管理等方面的工作。,《草书》、《正书》、《碑帖鉴赏与金石学史》、《古代书论选读》、《古文字》、《汉印临摹》、《绘本赏析》、《楷书临摹》、《诗词格律及楹联基础》、《书法临摹与创作》。,雕刻/篆刻家，培训/招生/课程顾问，小学教师，初中教师,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E4%B9%A6%E6%B3%95%E5%AD%A6%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
摄影,130404,艺术学,美术学类,四年,艺术学学士,331543,7200,北京市,摄影/摄像,媒体,历史 / 思政+历史+地理,本专业培养具有国际化的眼光和视野，了解商业视觉的运作规律，从事商业摄影、时装摄影、影像设计的应用型高级专门人才；了解本学科的发展趋势和前沿艺术与技术发展动态；全方位掌握人像摄影、时装摄影、广告摄影以及数字后期处理的高级技术；具备现代的摄影意识和创作风格；掌握商业摄影的市场运作规律，多角度掌握其他摄影门类的主要风格和技能；具有开拓和创新的学习和创作精神。,《构成设计》、《数码图片后期处理》、《商业广告摄影》、《产品与静物摄影》、《摄影构图与用光》、《电视摄像基础》、《黑白暗房工艺》、《世界摄影史》、《黑白影调控制》、《布光艺术》。,摄影师/摄像师，事业单位人员，记者/采编，大学教师，公务员(中央国家机关)，平面设计，公务员(地市级机关)，公务员(区县级及以下机关)，后期制作，广播电视编导，公务员(省级机关),https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%91%84%E5%BD%B1%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
绘画,130402,艺术学,美术学类,四年,艺术学学士,317968,7100,北京市,教师,教育培训,历史 / 思政+历史+地理,本专业以培养高水平绘画专业人才为目标，要求毕业生具有高度的文化责任感和艺术使命感，较高的艺术鉴赏水平和强烈的创新意识，有较宽博的文化理论基础素养和扎实的专业技能，可以独立进行绘画创作及理论研究。毕业生就业去向主要为高校、画院、美术部门、媒体等。,《水彩》、《人体速写》、《透视学》、《素描表现》、《插画创作》、《油画肖像写生》、《色彩静物》、《油画基础技法》、《人物素描》、《版画技法》 部分高校按以下专业方向培养：版画、动画、国画、书法、油画、鉴定与修复、新媒体艺术、壁画与公共艺术。,绘画，考研，事业单位人员，大学教师，培训/招生/课程顾问，小学教师，培训师/讲师，高中教师,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E7%BB%98%E7%94%BB%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
雕塑,130403,艺术学,美术学类,四-五年,艺术学学士,151841,7300,北京市,艺术设计,教育培训,历史 / 思政+历史+地理,雕塑专业培养于造型艺术造型范围内具备基础素描以及泥塑、木、石、陶、金属等专门材料进行具象及抽象造型的能力，能在户外城市公共环境雕塑及室内架上雕塑等专业领域从事专业创作设计、放大制作，并能从事该专业教学和研究工作的高级专门人才。要求学生理解掌握立体造型的基本理论知识；掌握并运用在三维空间中进行造型设计创作的技术与基本方法；具有运用泥塑及硬质材料进行浮雕甚至动态的人物及抽象造型写生与创作设计的基本能力；了解并掌握有关国家文艺创作的方针政策及城市公共环境设计制作法规；了解国内外造型领域的理论前沿状况及发展动态；掌握专业文献检索、资料查询及文字表述的基本方法，具备初步的文本研究和写作能力。,《壁雕设计》、《创作性人体泥塑》、《雕塑创稿设计》、《雕塑构图》、《雕塑理论与写作》、《浮雕》、《计算机雕塑设计》、《金属雕塑技法》、《木雕技法普修》、《泥塑》。,雕刻/篆刻家，考研，事业单位人员，教学/教务管理人员，大学教师，培训/招生/课程顾问，高中教师，绘画,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E9%9B%95%E5%A1%91%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
漫画,130410T,艺术学,美术学类,四年,艺术学学士,143556,,,,,,漫画是动画设计和漫画设计的有机结合，是影视动画专业的深化与延伸，是用简单而夸张的手法来描绘生活或时事的图画。,素描、速写、色彩、二维动漫设计制作、影视广告制作、动画运动规律、角色造型设计、动画脚本、动画角色与场景设计、动画分镜设计、原画与漫画设计、二维动画制作、三维建模与动画、三维材质与渲染等,学生毕业后可选择新闻出版、动漫公司、学校、影视广告公司、动漫周边设计等漫画艺术方向就业，也可以选择在新闻出版、商业手绘、学校、报社、设计事务所等数字插画方向就业。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%BC%AB%E7%94%BB%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
文物保护与修复,130409T,艺术学,美术学类,四年,艺术学学士,115370,,,,,不限,该专业教育的特点是文、理、工交叉渗透，现代科学技术与人文科学知识相结合；既掌握数理化等学科的基本知识和历史、文物考古的一般知识，又掌握文物保护材料应用、文物材质分析和文物保护修复等实际操作技能。例如：培养能在考古、博物馆、文物管理机构从事文物保护与科学研究工作的高级专门人才。 关键词：历史、文物保护、文物修复 。,《考古学概论》《文物学概论》《博物学概论》《普通化学及实验》《有机化学及实验》《分析化学及实验》《普通物理学》《高等数学》《防腐防霉杀菌概论》《文物修复与保护实验》《古建保护与维修》《文物近代分析技术》《文物与环境》等 。,事业单位：考古专家、博物馆文物管理员、文物管理员、科学研究员等。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E6%96%87%E7%89%A9%E4%BF%9D%E6%8A%A4%E4%B8%8E%E4%BF%AE%E5%A4%8D%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
跨媒体艺术,130408TK,艺术学,美术学类,四年,艺术学学士,106895,,,,,不限,跨媒体艺术强调打破媒介间的屏障，运用更灵活的媒介和手段进行艺术创作，涵盖实验影像、虚拟现实、空间多媒体与社会学、图像与视觉文化、现场艺术等多个专业领域，突破了既有的美术学学科格局，并旨在从媒体中发掘创意，从技术中发显人文，致力于培养掌握媒体技术、具有实验精神和深厚造型基础的当代艺术与新兴媒体产业的创作型人才。 关键词：实验影像 虚拟现实 动画 现场艺术。,《社会基础》、《媒介基础》、《影像创作中的分工和协作》、《媒体素描》、《三维动画》、《社会性互动》、《活动影像基础》、《日常生活艺术》、《自由创作》、《影像的跨媒体实践》。,影视、设计类企业：艺术设计、影视剪辑、动画创作。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E8%B7%A8%E5%AA%92%E4%BD%93%E8%89%BA%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
实验艺术,130407TK,艺术学,美术学类,四年,艺术学学士,91488,,,,,不限,实验艺术不同于传统美术学中的油画、版画、雕塑等以工具材料与技术及其风格样式作为划分标准，而是以艺术工作方法而确定性质，不必受制于特定媒介和艺术形式的限制，进行新媒介形式和新视觉经验的探索，自由地进行艺术创作，并试图让艺术更接近现实生活。 关键词：艺术 绘画 设计 行为艺术。,《艺术学》、《设计学》、《素描》、《绘画》、《雕塑》、《色彩场景》、《美术设计》。,设计类企业：艺术设计。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E5%AE%9E%E9%AA%8C%E8%89%BA%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
纤维艺术,130411T,艺术学,美术学类,四年,艺术学学士,28560,,,,,不限,本专业旨在培养具备深厚造型艺术基础与相关艺术理论知识，掌握纤维艺术多样表现手段及多维空间形态塑造，具有独立思考能力，从中西方艺术精神融合的角度上进行当代艺术创作的综合性艺术人才。纤维艺术专业进一步强调实践与理论的结合，科研与上手能力的结合，打造创作型、复合型和创新型的人才，满足社会各界对艺术人才的需求。,《立体造型基础》《色彩创意表达》《纤维材料基础》《缂织》《手工印染》《珩缝与刺绣》《篮筐编织》《纸艺》《数码编织》《纤维与身体》《纤维与场域》《纤维与时尚》《纤维与跨媒介》 。,主要是从事纺织品和纤维艺术设计、纺织品和纤维艺术工艺、企业管理、纺织品贸易、教育、CAD以及与时尚专业传媒等领域的工作。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E7%BA%A4%E7%BB%B4%E8%89%BA%E6%9C%AF%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
美术教育,130413TK,艺术学,美术学类,四年,艺术学学士,21634,,北京市,教师,教育培训,,在强调文化自信，积极弘扬传统优秀文化，借鉴世界先进文化的大背景下，美术文化是其中核心要素和媒介，美术教育是达成这一目标的重要途径和方式。目前，国家将推动艺术教育、制定艺术教育标准列为一项国家战略，随着基础美术教育的改革与深化，美术教师教育已经被推到了前沿，责任和义务重大。,《教师技能》、《现代教育技术》、《素描》、《色彩》、《书法基础》、《美术鉴赏 》、《设计基础》、《电脑辅助设计》、《室外风景写生》等。,可从事美术教育、美术研究、文博艺术管理、新闻出版等方面工作。,https://p.qianwen.com/major/tab?app=index&collegesTab=allColleges&webCompassApp=true&q=%E7%BE%8E%E6%9C%AF%E6%95%99%E8%82%B2%E4%B8%93%E4%B8%9A&entry=gaokao_channel&device=pc
