year,subject_category,school_code,school_name,special_group,sg_name,sg_info,major_code,major_name,plan_count,tuition,duration,source_url,source_file,matched_official_group
2024,物理类,8741,三亚学院,8741-03,03,首选物理，再选不限,,国际经济与贸易,2,60000,四,https://gaoxiao.jszs.com/College/plannew.html?cid=1255&yearno=2024&ty=%E6%99%AE%E9%80%9A%E7%B1%BB&topchoose=%E7%89%A9%E7%90%86&pici=%E6%9C%AC%E7%A7%91%E6%89%B9%E6%AC%A1,data/jiangsu/raw/plan_sources/2024/三亚学院_jszs_物理_1255_cb617d5ce9.html,1
2024,物理类,8741,三亚学院,8741-04,04,首选物理，再选不限,,金融科技,2,48000,四,https://gaoxiao.jszs.com/College/plannew.html?cid=1255&yearno=2024&ty=%E6%99%AE%E9%80%9A%E7%B1%BB&topchoose=%E7%89%A9%E7%90%86&pici=%E6%9C%AC%E7%A7%91%E6%89%B9%E6%AC%A1,data/jiangsu/raw/plan_sources/2024/三亚学院_jszs_物理_1255_cb617d5ce9.html,1
2024,物理类,8741,三亚学院,8741-04,04,首选物理，再选不限,,数字经济,2,48000,四,https://gaoxiao.jszs.com/College/plannew.html?cid=1255&yearno=2024&ty=%E6%99%AE%E9%80%9A%E7%B1%BB&topchoose=%E7%89%A9%E7%90%86&pici=%E6%9C%AC%E7%A7%91%E6%89%B9%E6%AC%A1,data/jiangsu/raw/plan_sources/2024/三亚学院_jszs_物理_1255_cb617d5ce9.html,1
2024,物理类,8741,三亚学院,8741-05,05,首选物理，再选不限,,应用心理学,3,33900,四,https://gaoxiao.jszs.com/College/plannew.html?cid=1255&yearno=2024&ty=%E6%99%AE%E9%80%9A%E7%B1%BB&topchoose=%E7%89%A9%E7%90%86&pici=%E6%9C%AC%E7%A7%91%E6%89%B9%E6%AC%A1,data/jiangsu/raw/plan_sources/2024/三亚学院_jszs_物理_1255_cb617d5ce9.html,1
2024,物理类,8741,三亚学院,8741-05,05,首选物理，再选不限,,会计学,2,36900,四,https://gaoxiao.jszs.com/College/plannew.html?cid=1255&yearno=2024&ty=%E6%99%AE%E9%80%9A%E7%B1%BB&topchoose=%E7%89%A9%E7%90%86&pici=%E6%9C%AC%E7%A7%91%E6%89%B9%E6%AC%A1,data/jiangsu/raw/plan_sources/2024/三亚学院_jszs_物理_1255_cb617d5ce9.html,1
2024,物理类,8741,三亚学院,8741-05,05,首选物理，再选不限,,网络与新媒体,2,36900,四,https://gaoxiao.jszs.com/College/plannew.html?cid=1255&yearno=2024&ty=%E6%99%AE%E9%80%9A%E7%B1%BB&topchoose=%E7%89%A9%E7%90%86&pici=%E6%9C%AC%E7%A7%91%E6%89%B9%E6%AC%A1,data/jiangsu/raw/plan_sources/2024/三亚学院_jszs_物理_1255_cb617d5ce9.html,1
2024,物理类,8741,三亚学院,8741-05,05,首选物理，再选不限,,风景园林,3,33900,四,https://gaoxiao.jszs.com/College/plannew.html?cid=1255&yearno=2024&ty=%E6%99%AE%E9%80%9A%E7%B1%BB&topchoose=%E7%89%A9%E7%90%86&pici=%E6%9C%AC%E7%A7%91%E6%89%B9%E6%AC%A1,data/jiangsu/raw/plan_sources/2024/三亚学院_jszs_物理_1255_cb617d5ce9.html,1
2024,物理类,8741,三亚学院,8741-05,05,首选物理，再选不限,,城乡规划,3,31900,四,https://gaoxiao.jszs.com/College/plannew.html?cid=1255&yearno=2024&ty=%E6%99%AE%E9%80%9A%E7%B1%BB&topchoose=%E7%89%A9%E7%90%86&pici=%E6%9C%AC%E7%A7%91%E6%89%B9%E6%AC%A1,data/jiangsu/raw/plan_sources/2024/三亚学院_jszs_物理_1255_cb617d5ce9.html,1
2024,物理类,8741,三亚学院,8741-05,05,首选物理，再选不限,,英语,2,33900,四,https://gaoxiao.jszs.com/College/plannew.html?cid=1255&yearno=2024&ty=%E6%99%AE%E9%80%9A%E7%B1%BB&topchoose=%E7%89%A9%E7%90%86&pici=%E6%9C%AC%E7%A7%91%E6%89%B9%E6%AC%A1,data/jiangsu/raw/plan_sources/2024/三亚学院_jszs_物理_1255_cb617d5ce9.html,1
2024,物理类,8741,三亚学院,8741-05,05,首选物理，再选不限,,国际经济与贸易,2,31900,四,https://gaoxiao.jszs.com/College/plannew.html?cid=1255&yearno=2024&ty=%E6%99%AE%E9%80%9A%E7%B1%BB&topchoose=%E7%89%A9%E7%90%86&pici=%E6%9C%AC%E7%A7%91%E6%89%B9%E6%AC%A1,data/jiangsu/raw/plan_sources/2024/三亚学院_jszs_物理_1255_cb617d5ce9.html,1
