year,subject_category,score,same_score_count,cumulative_rank,source_url
2025,物理类,750,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,749,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,748,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,747,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,746,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,745,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,744,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,743,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,742,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,741,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,740,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,739,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,738,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,737,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,736,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,735,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,734,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,733,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,732,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,731,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,730,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,729,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,728,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,727,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,726,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,725,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,724,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,723,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,722,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,721,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,720,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,719,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,718,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,717,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,716,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,715,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,714,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,713,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,712,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,711,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,710,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,709,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,708,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,707,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,706,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,705,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,704,126,126,https://api.lx91.com/api/v1/seating/list
2025,物理类,703,126,126,https://api.lx91.com/api/v1/seating/list
