year,subject_category,school_code,school_name,special_group,sg_name,sg_info,min_score,min_rank,source_url
2023,物理类,0105,陆军工程大学,0105-04,04,首选物理，再选不限,598,34106,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,0131,海军军医大学,0131-04,04,首选物理，再选不限,595,36406,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,0131,海军军医大学,0131-05,05,首选物理，再选化学,610,25495,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,0131,海军军医大学,0131-06,06,首选物理，再选化学或生物,632,12571,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,0201,中国人民公安大学,0201-07,07,首选物理，再选不限,624,16747,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,0203,中国人民警察大学,0203-08,08,首选物理，再选不限,554,73152,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,0306,中国民用航空飞行学院,0306-05,05,首选物理，再选不限,542,84967,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,0306,中国民用航空飞行学院,0306-06,06,首选物理，再选化学,558,69273,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,0306,中国民用航空飞行学院,0306-07,07,首选物理，再选思想政治,540,86936,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1101,南京大学,1101-07,07,首选物理，再选不限,665,1847,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1101,南京大学,1101-08,08,首选物理，再选不限,651,4919,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1101,南京大学,1101-09,09,首选物理，再选化学,668,1412,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1101,南京大学,1101-10,10,首选物理，再选化学,664,2019,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1101,南京大学,1101-11,11,首选物理，再选化学或生物,664,2019,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1102,东南大学,1102-05,05,首选物理，再选不限,660,2754,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1102,东南大学,1102-06,06,首选物理，再选化学或生物,647,6253,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1103,南京航空航天大学,1103-04,04,首选物理，再选不限,654,4113,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1103,南京航空航天大学,1103-05,05,首选物理，再选不限,651,4919,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1103,南京航空航天大学,1103-06,06,首选物理，再选不限,648,5893,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1103,南京航空航天大学,1103-07,07,首选物理，再选不限,643,7655,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1103,南京航空航天大学,1103-08,08,首选物理，再选不限,603,30376,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1104,南京理工大学,1104-03,03,首选物理，再选不限,653,4396,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1104,南京理工大学,1104-04,04,首选物理，再选不限,649,5542,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1104,南京理工大学,1104-05,05,首选物理，再选不限,644,7265,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1104,南京理工大学,1104-06,06,首选物理，再选不限,606,28267,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1104,南京理工大学,1104-07,07,首选物理，再选不限,632,12571,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1104,南京理工大学,1104-08,08,首选物理，再选不限,601,31865,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1105,河海大学,1105-04,04,首选物理，再选不限,644,7265,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1105,河海大学,1105-05,05,首选物理，再选不限,638,9656,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1105,河海大学,1105-06,06,首选物理，再选不限,613,23567,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1105,河海大学,1105-07,07,首选物理，再选不限,621,18502,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1105,河海大学,1105-08,08,首选物理，再选不限,594,37178,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1105,河海大学,1105-09,09,首选物理，再选化学,618,20291,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1105,河海大学,1105-10,10,首选物理，再选化学,594,37178,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1105,河海大学,1105-11,11,首选物理，再选化学或地理,630,13586,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1106,南京信息工程大学,1106-10,10,首选物理，再选不限,635,11117,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1106,南京信息工程大学,1106-11,11,首选物理，再选不限,630,13586,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1106,南京信息工程大学,1106-12,12,首选物理，再选不限,608,26857,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1106,南京信息工程大学,1106-13,13,首选物理，再选不限,600,32621,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1106,南京信息工程大学,1106-14,14,首选物理，再选不限,586,43656,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1106,南京信息工程大学,1106-15,15,首选物理，再选不限,578,50594,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1106,南京信息工程大学,1106-16,16,首选物理，再选化学,570,57928,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
2023,物理类,1106,南京信息工程大学,1106-17,17,首选物理，再选化学或地理,578,50594,https://www.jseea.cn/webfile/upload/2023/07-18/10-05-510166-183377989.xls
