year,subject_category,school_code,school_name,special_group,sg_name,sg_info,min_score,min_rank,source_url
2023,综合,132,复旦大学,107798,01,不限,580,2393,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,132,复旦大学,107797,02,物理/化学(2选1),580,2393,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,132,复旦大学,107796,03,物理必选,580,2393,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,125,上海交通大学,107794,01,物理必选,580,2393,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,73,同济大学,107791,01,物理必选,580,2393,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,73,同济大学,107790,02,不限,571,3741,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,131,华东师范大学,107787,01,不限,569,4096,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,131,华东师范大学,107786,02,不限,569,4096,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,131,华东师范大学,107785,03,物理必选,573,3404,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,131,华东师范大学,107784,04,物理/化学(2选1),573,3404,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,133,华东理工大学,107782,01,物理/化学(2选1),553,7041,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,133,华东理工大学,107781,02,物理必选,554,6846,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,133,华东理工大学,107780,03,不限,545,8712,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,135,东华大学,107779,01,不限,541,9655,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,135,东华大学,107778,02,物理必选,545,8712,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,135,东华大学,107777,03,化学必选,546,8464,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,135,东华大学,107776,04,物理/化学(2选1),543,9179,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,130,上海财经大学,107774,01,不限,567,4425,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,130,上海财经大学,107773,02,不限,566,4600,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,130,上海财经大学,107772,03,物理必选,568,4260,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,136,上海外国语大学,107771,01,不限,557,6238,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,136,上海外国语大学,107770,02,物理必选,562,5270,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,313,上海海事大学,107769,01,不限,523,13919,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,313,上海海事大学,107768,02,不限,502,19158,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,313,上海海事大学,107767,03,物理必选,499,19921,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,313,上海海事大学,107766,04,物理/化学(2选1),503,18898,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,307,上海理工大学,107765,01,物理必选,541,9655,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,307,上海理工大学,107764,02,不限,523,13919,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,307,上海理工大学,107763,03,物理必选,523,13919,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,307,上海理工大学,107762,04,不限,509,17377,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,329,上海杉达学院,107761,01,不限,431,35904,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,329,上海杉达学院,107760,02,物理必选,424,37331,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,329,上海杉达学院,107759,03,物/化/生(3选1),441,33766,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,329,上海杉达学院,107758,04,不限,414,39247,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,323,华东政法大学,107757,01,不限,564,4910,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,323,华东政法大学,107756,02,不限,548,8061,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,323,华东政法大学,107755,03,不限,527,12910,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,323,华东政法大学,107754,04,物理必选,540,9864,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,318,上海对外经贸大学,107752,01,不限,539,10105,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,318,上海对外经贸大学,107751,02,不限,520,14672,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,318,上海对外经贸大学,107750,03,不限,518,15161,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,318,上海对外经贸大学,107749,04,物理必选,522,14182,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,3427,复旦大学上海医学院,107748,01,物理、化学(2科必选),580,2393,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,115,上海海大,107261,01,不限,500,19672,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,115,上海海大,107260,02,历史必选,498,20181,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,115,上海海大,107259,03,物理、化学(2科必选),501,19420,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,115,上海海大,107258,04,物理必选,492,21695,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,115,上海海大,11505,05,,487,22878,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,115,上海海大,11506,06,,486,23115,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,327,上海戏剧学院,107740,01,不限,526,13152,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,317,上海电力大学,107739,01,物理必选,522,14182,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,317,上海电力大学,107738,02,物理必选,493,21430,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,317,上海电力大学,107737,03,物理/化学(2选1),482,24077,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,317,上海电力大学,107736,04,化学必选,485,23334,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,317,上海电力大学,107735,05,不限,472,26613,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,326,上海音乐学院,107734,01,不限,513,16423,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,326,上海音乐学院,107733,02,不限,507,17863,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,76,上海大学,107732,01,物理必选,554,6846,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,76,上海大学,107731,02,物理必选,544,8940,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,76,上海大学,107730,03,化学必选,538,10340,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,76,上海大学,107729,04,不限,542,9418,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,76,上海大学,107728,05,不限,542,9418,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,120,交大医学,106916,01,物理必选,580,2393,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,310,上海中医药大学,107724,01,物/化/生(3选1),561,5453,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,310,上海中医药大学,107723,02,物/化/生(3选1),561,5453,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,310,上海中医药大学,107722,03,物/化/生(3选1),538,10340,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,310,上海中医药大学,107721,04,物/化/生(3选1),530,12194,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,310,上海中医药大学,107720,05,不限,513,16423,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,122,上应大,107400,01,化学、生物(2科必选),456,30385,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,122,上应大,107399,02,地理/历史(2选1),480,24548,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,122,上应大,107398,03,物理必选,506,18118,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,122,上应大,107397,04,物理、化学(2科必选),465,28319,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,122,上应大,107396,05,物/化/生(3选1),469,27340,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,122,上应大,107395,06,不限,479,24801,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,122,上应大,12207,07,,459,29706,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,311,上海师范大学,107712,01,不限,512,16670,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,311,上海师范大学,107711,02,地理/历史(2选1),528,12669,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,311,上海师范大学,107710,03,物理/化学(2选1),511,16921,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,311,上海师范大学,107709,04,物理必选,515,15916,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,124,工程大,107367,01,物理必选,486,23115,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,124,工程大,12402,02,,470,27118,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,124,工程大,12403,03,,469,27340,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,124,工程大,12404,04,,467,27818,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,124,工程大,12405,05,,484,23581,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,125,上海体大,107794,01,物理必选,513,16423,https://www.shmeea.edu.cn/download/20230721/11115.pdf
2023,综合,125,上海体大,107793,02,物理必选,497,20398,https://www.shmeea.edu.cn/download/20230721/11115.pdf
